comp_id_a,comp_id_b,value,note
63,79,2.5,AI + ML сильная синергия
63,80,2.5,AI + ML сильная синергия
63,81,2.5,R&D → Engineering
63,82,2.5,R&D → Engineering
63,83,-1.0,Дублирование роли
63,84,-1.0,Дублирование роли
63,85,2.5,AI + ML сильная синергия
63,86,2.5,AI + ML сильная синергия
63,87,2.5,AI + ML сильная синергия
63,88,2.5,AI + ML сильная синергия
63,89,3.0,ML pipeline: данные + модели
63,90,2.5,R&D → Engineering
63,91,2.5,R&D → Engineering
63,92,2.5,R&D → Engineering
63,93,2.5,R&D → Engineering
63,94,2.5,R&D → Engineering
63,95,-1.0,Дублирование роли
63,96,-1.0,Дублирование роли
63,97,1.5,Масштабируемая ML-система
63,98,1.5,Масштабируемая ML-система
63,99,-1.0,Дублирование роли
63,100,-1.0,Дублирование роли
63,101,2.5,R&D → Engineering
63,102,3.0,ML pipeline: данные + модели
63,103,3.0,ML pipeline: данные + модели
63,104,3.0,ML pipeline: данные + модели
63,105,-1.0,Дублирование роли
63,108,1.5,Масштабируемая ML-система
63,109,1.5,Масштабируемая ML-система
64,70,2.5,R&D → Engineering
64,71,2.5,R&D → Engineering
64,72,2.5,Исследования + продакшн
64,73,2.5,Исследования + продакшн
64,74,2.5,Исследования + продакшн
64,75,2.5,Исследования + продакшн
64,76,-1.0,Дублирование роли
64,79,2.5,AI + ML сильная синергия
64,80,2.5,AI + ML сильная синергия
64,81,2.5,R&D → Engineering
64,82,2.5,R&D → Engineering
64,83,-1.0,Дублирование роли
64,84,-1.0,Дублирование роли
64,85,2.5,AI + ML сильная синергия
64,86,2.5,AI + ML сильная синергия
64,87,2.5,AI + ML сильная синергия
64,88,2.5,AI + ML сильная синергия
64,89,3.0,ML pipeline: данные + модели
64,90,2.5,R&D → Engineering
64,91,2.5,R&D → Engineering
64,92,2.5,R&D → Engineering
64,93,2.5,R&D → Engineering
64,94,2.5,R&D → Engineering
64,95,-1.0,Дублирование роли
64,96,-1.0,Дублирование роли
64,97,1.5,Масштабируемая ML-система
64,98,1.5,Масштабируемая ML-система
64,99,-1.0,Дублирование роли
64,100,-1.0,Дублирование роли
64,101,2.5,R&D → Engineering
64,102,3.0,ML pipeline: данные + модели
64,103,3.0,ML pipeline: данные + модели
64,104,3.0,ML pipeline: данные + модели
64,105,-1.0,Дублирование роли
64,108,1.5,Масштабируемая ML-система
64,109,1.5,Масштабируемая ML-система
65,66,-1.0,Дублирование роли
65,70,2.5,R&D → Engineering
65,71,2.5,R&D → Engineering
65,72,2.5,Исследования + продакшн
65,73,2.5,Исследования + продакшн
65,74,2.5,Исследования + продакшн
65,75,2.5,Исследования + продакшн
65,77,-1.0,Дублирование роли
65,78,-1.0,Дублирование роли
65,79,2.5,AI + ML сильная синергия
65,80,2.5,AI + ML сильная синергия
65,81,2.5,R&D → Engineering
65,82,2.5,R&D → Engineering
65,85,2.5,AI + ML сильная синергия
65,86,2.5,AI + ML сильная синергия
65,87,2.5,AI + ML сильная синергия
65,88,2.5,AI + ML сильная синергия
65,89,3.0,ML pipeline: данные + модели
65,90,2.5,R&D → Engineering
65,91,2.5,R&D → Engineering
65,92,2.5,R&D → Engineering
65,93,2.5,R&D → Engineering
65,94,2.5,R&D → Engineering
65,97,1.5,Масштабируемая ML-система
65,98,1.5,Масштабируемая ML-система
65,101,2.5,R&D → Engineering
65,102,3.0,ML pipeline: данные + модели
65,103,3.0,ML pipeline: данные + модели
65,104,3.0,ML pipeline: данные + модели
65,108,1.5,Масштабируемая ML-система
65,109,1.5,Масштабируемая ML-система
66,70,2.5,R&D → Engineering
66,71,2.5,R&D → Engineering
66,72,2.5,Исследования + продакшн
66,73,2.5,Исследования + продакшн
66,74,2.5,Исследования + продакшн
66,75,2.5,Исследования + продакшн
66,77,-1.0,Дублирование роли
66,78,-1.0,Дублирование роли
66,79,2.5,AI + ML сильная синергия
66,80,2.5,AI + ML сильная синергия
66,81,2.5,R&D → Engineering
66,82,2.5,R&D → Engineering
66,85,2.5,AI + ML сильная синергия
66,86,2.5,AI + ML сильная синергия
66,87,2.5,AI + ML сильная синергия
66,88,2.5,AI + ML сильная синергия
66,89,3.0,ML pipeline: данные + модели
66,90,2.5,R&D → Engineering
66,91,2.5,R&D → Engineering
66,92,2.5,R&D → Engineering
66,93,2.5,R&D → Engineering
66,94,2.5,R&D → Engineering
66,97,1.5,Масштабируемая ML-система
66,98,1.5,Масштабируемая ML-система
66,101,2.5,R&D → Engineering
66,102,3.0,ML pipeline: данные + модели
66,103,3.0,ML pipeline: данные + модели
66,104,3.0,ML pipeline: данные + модели
66,108,1.5,Масштабируемая ML-система
66,109,1.5,Масштабируемая ML-система
67,68,-1.0,Дублирование роли
67,72,2.0,Аналитика + моделирование
67,73,2.0,Аналитика + моделирование
67,74,2.0,Аналитика + моделирование
67,75,2.0,Аналитика + моделирование
67,106,-1.0,Дублирование роли
67,107,-1.0,Дублирование роли
67,110,-1.0,Дублирование роли
67,111,-1.0,Дублирование роли
68,72,2.0,Аналитика + моделирование
68,73,2.0,Аналитика + моделирование
68,74,2.0,Аналитика + моделирование
68,75,2.0,Аналитика + моделирование
68,106,-1.0,Дублирование роли
68,107,-1.0,Дублирование роли
68,110,-1.0,Дублирование роли
68,111,-1.0,Дублирование роли
69,72,2.0,Аналитика + моделирование
69,73,2.0,Аналитика + моделирование
69,74,2.0,Аналитика + моделирование
69,75,2.0,Аналитика + моделирование
70,71,-1.0,Дублирование роли
70,72,1.5,Исследования + практика
70,73,1.5,Исследования + практика
70,74,1.5,Исследования + практика
70,75,1.5,Исследования + практика
70,76,2.5,R&D → Engineering
70,77,2.5,R&D → Engineering
70,78,2.5,R&D → Engineering
70,79,2.0,AI Research связка
70,80,2.0,AI Research связка
70,83,2.5,R&D → Engineering
70,84,2.5,R&D → Engineering
70,85,2.0,AI Research связка
70,86,2.0,AI Research связка
70,87,2.0,AI Research связка
70,88,2.0,AI Research связка
70,92,-1.0,Дублирование роли
70,93,-1.0,Дублирование роли
70,94,-1.0,Дублирование роли
70,95,2.5,R&D → Engineering
70,96,2.5,R&D → Engineering
70,99,2.5,R&D → Engineering
70,100,2.5,R&D → Engineering
70,101,-1.0,Дублирование роли
70,105,2.5,R&D → Engineering
71,72,1.5,Исследования + практика
71,73,1.5,Исследования + практика
71,74,1.5,Исследования + практика
71,75,1.5,Исследования + практика
71,76,2.5,R&D → Engineering
71,77,2.5,R&D → Engineering
71,78,2.5,R&D → Engineering
71,79,2.0,AI Research связка
71,80,2.0,AI Research связка
71,83,2.5,R&D → Engineering
71,84,2.5,R&D → Engineering
71,85,2.0,AI Research связка
71,86,2.0,AI Research связка
71,87,2.0,AI Research связка
71,88,2.0,AI Research связка
71,92,-1.0,Дублирование роли
71,93,-1.0,Дублирование роли
71,94,-1.0,Дублирование роли
71,95,2.5,R&D → Engineering
71,96,2.5,R&D → Engineering
71,99,2.5,R&D → Engineering
71,100,2.5,R&D → Engineering
71,101,-1.0,Дублирование роли
71,105,2.5,R&D → Engineering
72,73,-1.0,Дублирование роли
72,74,-1.0,Дублирование роли
72,75,-1.0,Дублирование роли
72,76,2.5,Исследования + продакшн
72,77,2.5,Исследования + продакшн
72,78,2.5,Исследования + продакшн
72,81,1.5,Исследования + практика
72,82,1.5,Исследования + практика
72,83,2.5,Исследования + продакшн
72,84,2.5,Исследования + продакшн
72,90,1.5,Исследования + практика
72,91,1.5,Исследования + практика
72,92,1.5,Исследования + практика
72,93,1.5,Исследования + практика
72,94,1.5,Исследования + практика
72,95,2.5,Исследования + продакшн
72,96,2.5,Исследования + продакшн
72,97,1.5,Data-driven архитектура
72,98,1.5,Data-driven архитектура
72,99,2.5,Исследования + продакшн
72,100,2.5,Исследования + продакшн
72,101,1.5,Исследования + практика
72,105,2.5,Исследования + продакшн
72,106,2.0,Аналитика + моделирование
72,107,2.0,Аналитика + моделирование
72,108,1.5,Data-driven архитектура
72,109,1.5,Data-driven архитектура
72,110,2.0,Аналитика + моделирование
72,111,2.0,Аналитика + моделирование
73,74,-1.0,Дублирование роли
73,75,-1.0,Дублирование роли
73,76,2.5,Исследования + продакшн
73,77,2.5,Исследования + продакшн
73,78,2.5,Исследования + продакшн
73,81,1.5,Исследования + практика
73,82,1.5,Исследования + практика
73,83,2.5,Исследования + продакшн
73,84,2.5,Исследования + продакшн
73,90,1.5,Исследования + практика
73,91,1.5,Исследования + практика
73,92,1.5,Исследования + практика
73,93,1.5,Исследования + практика
73,94,1.5,Исследования + практика
73,95,2.5,Исследования + продакшн
73,96,2.5,Исследования + продакшн
73,97,1.5,Data-driven архитектура
73,98,1.5,Data-driven архитектура
73,99,2.5,Исследования + продакшн
73,100,2.5,Исследования + продакшн
73,101,1.5,Исследования + практика
73,105,2.5,Исследования + продакшн
73,106,2.0,Аналитика + моделирование
73,107,2.0,Аналитика + моделирование
73,108,1.5,Data-driven архитектура
73,109,1.5,Data-driven архитектура
73,110,2.0,Аналитика + моделирование
73,111,2.0,Аналитика + моделирование
74,75,-1.0,Дублирование роли
74,76,2.5,Исследования + продакшн
74,77,2.5,Исследования + продакшн
74,78,2.5,Исследования + продакшн
74,81,1.5,Исследования + практика
74,82,1.5,Исследования + практика
74,83,2.5,Исследования + продакшн
74,84,2.5,Исследования + продакшн
74,90,1.5,Исследования + практика
74,91,1.5,Исследования + практика
74,92,1.5,Исследования + практика
74,93,1.5,Исследования + практика
74,94,1.5,Исследования + практика
74,95,2.5,Исследования + продакшн
74,96,2.5,Исследования + продакшн
74,97,1.5,Data-driven архитектура
74,98,1.5,Data-driven архитектура
74,99,2.5,Исследования + продакшн
74,100,2.5,Исследования + продакшн
74,101,1.5,Исследования + практика
74,105,2.5,Исследования + продакшн
74,106,2.0,Аналитика + моделирование
74,107,2.0,Аналитика + моделирование
74,108,1.5,Data-driven архитектура
74,109,1.5,Data-driven архитектура
74,110,2.0,Аналитика + моделирование
74,111,2.0,Аналитика + моделирование
75,76,2.5,Исследования + продакшн
75,77,2.5,Исследования + продакшн
75,78,2.5,Исследования + продакшн
75,81,1.5,Исследования + практика
75,82,1.5,Исследования + практика
75,83,2.5,Исследования + продакшн
75,84,2.5,Исследования + продакшн
75,90,1.5,Исследования + практика
75,91,1.5,Исследования + практика
75,92,1.5,Исследования + практика
75,93,1.5,Исследования + практика
75,94,1.5,Исследования + практика
75,95,2.5,Исследования + продакшн
75,96,2.5,Исследования + продакшн
75,97,1.5,Data-driven архитектура
75,98,1.5,Data-driven архитектура
75,99,2.5,Исследования + продакшн
75,100,2.5,Исследования + продакшн
75,101,1.5,Исследования + практика
75,105,2.5,Исследования + продакшн
75,106,2.0,Аналитика + моделирование
75,107,2.0,Аналитика + моделирование
75,108,1.5,Data-driven архитектура
75,109,1.5,Data-driven архитектура
75,110,2.0,Аналитика + моделирование
75,111,2.0,Аналитика + моделирование
76,79,2.5,AI + ML сильная синергия
76,80,2.5,AI + ML сильная синергия
76,81,2.5,R&D → Engineering
76,82,2.5,R&D → Engineering
76,83,-1.0,Дублирование роли
76,84,-1.0,Дублирование роли
76,85,2.5,AI + ML сильная синергия
76,86,2.5,AI + ML сильная синергия
76,87,2.5,AI + ML сильная синергия
76,88,2.5,AI + ML сильная синергия
76,89,3.0,ML pipeline: данные + модели
76,90,2.5,R&D → Engineering
76,91,2.5,R&D → Engineering
76,92,2.5,R&D → Engineering
76,93,2.5,R&D → Engineering
76,94,2.5,R&D → Engineering
76,95,-1.0,Дублирование роли
76,96,-1.0,Дублирование роли
76,97,1.5,Масштабируемая ML-система
76,98,1.5,Масштабируемая ML-система
76,99,-1.0,Дублирование роли
76,100,-1.0,Дублирование роли
76,101,2.5,R&D → Engineering
76,102,3.0,ML pipeline: данные + модели
76,103,3.0,ML pipeline: данные + модели
76,104,3.0,ML pipeline: данные + модели
76,105,-1.0,Дублирование роли
76,108,1.5,Масштабируемая ML-система
76,109,1.5,Масштабируемая ML-система
77,78,-1.0,Дублирование роли
77,79,2.5,AI + ML сильная синергия
77,80,2.5,AI + ML сильная синергия
77,81,2.5,R&D → Engineering
77,82,2.5,R&D → Engineering
77,85,2.5,AI + ML сильная синергия
77,86,2.5,AI + ML сильная синергия
77,87,2.5,AI + ML сильная синергия
77,88,2.5,AI + ML сильная синергия
77,89,3.0,ML pipeline: данные + модели
77,90,2.5,R&D → Engineering
77,91,2.5,R&D → Engineering
77,92,2.5,R&D → Engineering
77,93,2.5,R&D → Engineering
77,94,2.5,R&D → Engineering
77,97,1.5,Масштабируемая ML-система
77,98,1.5,Масштабируемая ML-система
77,101,2.5,R&D → Engineering
77,102,3.0,ML pipeline: данные + модели
77,103,3.0,ML pipeline: данные + модели
77,104,3.0,ML pipeline: данные + модели
77,108,1.5,Масштабируемая ML-система
77,109,1.5,Масштабируемая ML-система
78,79,2.5,AI + ML сильная синергия
78,80,2.5,AI + ML сильная синергия
78,81,2.5,R&D → Engineering
78,82,2.5,R&D → Engineering
78,85,2.5,AI + ML сильная синергия
78,86,2.5,AI + ML сильная синергия
78,87,2.5,AI + ML сильная синергия
78,88,2.5,AI + ML сильная синергия
78,89,3.0,ML pipeline: данные + модели
78,90,2.5,R&D → Engineering
78,91,2.5,R&D → Engineering
78,92,2.5,R&D → Engineering
78,93,2.5,R&D → Engineering
78,94,2.5,R&D → Engineering
78,97,1.5,Масштабируемая ML-система
78,98,1.5,Масштабируемая ML-система
78,101,2.5,R&D → Engineering
78,102,3.0,ML pipeline: данные + модели
78,103,3.0,ML pipeline: данные + модели
78,104,3.0,ML pipeline: данные + модели
78,108,1.5,Масштабируемая ML-система
78,109,1.5,Масштабируемая ML-система
79,80,-1.0,Дублирование роли
79,81,2.0,AI Research связка
79,82,2.0,AI Research связка
79,83,2.5,AI + ML сильная синергия
79,84,2.5,AI + ML сильная синергия
79,85,-1.0,Дублирование роли
79,86,-1.0,Дублирование роли
79,87,-1.0,Дублирование роли
79,88,-1.0,Дублирование роли
79,90,2.0,AI Research связка
79,91,2.0,AI Research связка
79,92,2.0,AI Research связка
79,93,2.0,AI Research связка
79,94,2.0,AI Research связка
79,95,2.5,AI + ML сильная синергия
79,96,2.5,AI + ML сильная синергия
79,99,2.5,AI + ML сильная синергия
79,100,2.5,AI + ML сильная синергия
79,101,2.0,AI Research связка
79,105,2.5,AI + ML сильная синергия
80,81,2.0,AI Research связка
80,82,2.0,AI Research связка
80,83,2.5,AI + ML сильная синергия
80,84,2.5,AI + ML сильная синергия
80,85,-1.0,Дублирование роли
80,86,-1.0,Дублирование роли
80,87,-1.0,Дублирование роли
80,88,-1.0,Дублирование роли
80,90,2.0,AI Research связка
80,91,2.0,AI Research связка
80,92,2.0,AI Research связка
80,93,2.0,AI Research связка
80,94,2.0,AI Research связка
80,95,2.5,AI + ML сильная синергия
80,96,2.5,AI + ML сильная синергия
80,99,2.5,AI + ML сильная синергия
80,100,2.5,AI + ML сильная синергия
80,101,2.0,AI Research связка
80,105,2.5,AI + ML сильная синергия
81,82,-1.0,Дублирование роли
81,83,2.5,R&D → Engineering
81,84,2.5,R&D → Engineering
81,85,2.0,AI Research связка
81,86,2.0,AI Research связка
81,87,2.0,AI Research связка
81,88,2.0,AI Research связка
81,90,-1.0,Дублирование роли
81,91,-1.0,Дублирование роли
81,95,2.5,R&D → Engineering
81,96,2.5,R&D → Engineering
81,99,2.5,R&D → Engineering
81,100,2.5,R&D → Engineering
81,105,2.5,R&D → Engineering
82,83,2.5,R&D → Engineering
82,84,2.5,R&D → Engineering
82,85,2.0,AI Research связка
82,86,2.0,AI Research связка
82,87,2.0,AI Research связка
82,88,2.0,AI Research связка
82,90,-1.0,Дублирование роли
82,91,-1.0,Дублирование роли
82,95,2.5,R&D → Engineering
82,96,2.5,R&D → Engineering
82,99,2.5,R&D → Engineering
82,100,2.5,R&D → Engineering
82,105,2.5,R&D → Engineering
83,84,-1.0,Дублирование роли
83,85,2.5,AI + ML сильная синергия
83,86,2.5,AI + ML сильная синергия
83,87,2.5,AI + ML сильная синергия
83,88,2.5,AI + ML сильная синергия
83,89,3.0,ML pipeline: данные + модели
83,90,2.5,R&D → Engineering
83,91,2.5,R&D → Engineering
83,92,2.5,R&D → Engineering
83,93,2.5,R&D → Engineering
83,94,2.5,R&D → Engineering
83,95,-1.0,Дублирование роли
83,96,-1.0,Дублирование роли
83,97,1.5,Масштабируемая ML-система
83,98,1.5,Масштабируемая ML-система
83,99,-1.0,Дублирование роли
83,100,-1.0,Дублирование роли
83,101,2.5,R&D → Engineering
83,102,3.0,ML pipeline: данные + модели
83,103,3.0,ML pipeline: данные + модели
83,104,3.0,ML pipeline: данные + модели
83,105,-1.0,Дублирование роли
83,108,1.5,Масштабируемая ML-система
83,109,1.5,Масштабируемая ML-система
84,85,2.5,AI + ML сильная синергия
84,86,2.5,AI + ML сильная синергия
84,87,2.5,AI + ML сильная синергия
84,88,2.5,AI + ML сильная синергия
84,89,3.0,ML pipeline: данные + модели
84,90,2.5,R&D → Engineering
84,91,2.5,R&D → Engineering
84,92,2.5,R&D → Engineering
84,93,2.5,R&D → Engineering
84,94,2.5,R&D → Engineering
84,95,-1.0,Дублирование роли
84,96,-1.0,Дублирование роли
84,97,1.5,Масштабируемая ML-система
84,98,1.5,Масштабируемая ML-система
84,99,-1.0,Дублирование роли
84,100,-1.0,Дублирование роли
84,101,2.5,R&D → Engineering
84,102,3.0,ML pipeline: данные + модели
84,103,3.0,ML pipeline: данные + модели
84,104,3.0,ML pipeline: данные + модели
84,105,-1.0,Дублирование роли
84,108,1.5,Масштабируемая ML-система
84,109,1.5,Масштабируемая ML-система
85,86,-1.0,Дублирование роли
85,87,-1.0,Дублирование роли
85,88,-1.0,Дублирование роли
85,90,2.0,AI Research связка
85,91,2.0,AI Research связка
85,92,2.0,AI Research связка
85,93,2.0,AI Research связка
85,94,2.0,AI Research связка
85,95,2.5,AI + ML сильная синергия
85,96,2.5,AI + ML сильная синергия
85,99,2.5,AI + ML сильная синергия
85,100,2.5,AI + ML сильная синергия
85,101,2.0,AI Research связка
85,105,2.5,AI + ML сильная синергия
86,87,-1.0,Дублирование роли
86,88,-1.0,Дублирование роли
86,90,2.0,AI Research связка
86,91,2.0,AI Research связка
86,92,2.0,AI Research связка
86,93,2.0,AI Research связка
86,94,2.0,AI Research связка
86,95,2.5,AI + ML сильная синергия
86,96,2.5,AI + ML сильная синергия
86,99,2.5,AI + ML сильная синергия
86,100,2.5,AI + ML сильная синергия
86,101,2.0,AI Research связка
86,105,2.5,AI + ML сильная синергия
87,88,-1.0,Дублирование роли
87,90,2.0,AI Research связка
87,91,2.0,AI Research связка
87,92,2.0,AI Research связка
87,93,2.0,AI Research связка
87,94,2.0,AI Research связка
87,95,2.5,AI + ML сильная синергия
87,96,2.5,AI + ML сильная синергия
87,99,2.5,AI + ML сильная синергия
87,100,2.5,AI + ML сильная синергия
87,101,2.0,AI Research связка
87,105,2.5,AI + ML сильная синергия
88,90,2.0,AI Research связка
88,91,2.0,AI Research связка
88,92,2.0,AI Research связка
88,93,2.0,AI Research связка
88,94,2.0,AI Research связка
88,95,2.5,AI + ML сильная синергия
88,96,2.5,AI + ML сильная синергия
88,99,2.5,AI + ML сильная синергия
88,100,2.5,AI + ML сильная синергия
88,101,2.0,AI Research связка
88,105,2.5,AI + ML сильная синергия
89,95,3.0,ML pipeline: данные + модели
89,96,3.0,ML pipeline: данные + модели
89,97,2.5,Data pipeline + архитектура
89,98,2.5,Data pipeline + архитектура
89,99,3.0,ML pipeline: данные + модели
89,100,3.0,ML pipeline: данные + модели
89,102,-1.0,Дублирование роли
89,103,-1.0,Дублирование роли
89,104,-1.0,Дублирование роли
89,105,3.0,ML pipeline: данные + модели
89,108,2.5,Data pipeline + архитектура
89,109,2.5,Data pipeline + архитектура
90,91,-1.0,Дублирование роли
90,95,2.5,R&D → Engineering
90,96,2.5,R&D → Engineering
90,99,2.5,R&D → Engineering
90,100,2.5,R&D → Engineering
90,105,2.5,R&D → Engineering
91,95,2.5,R&D → Engineering
91,96,2.5,R&D → Engineering
91,99,2.5,R&D → Engineering
91,100,2.5,R&D → Engineering
91,105,2.5,R&D → Engineering
92,93,-1.0,Дублирование роли
92,94,-1.0,Дублирование роли
92,95,2.5,R&D → Engineering
92,96,2.5,R&D → Engineering
92,99,2.5,R&D → Engineering
92,100,2.5,R&D → Engineering
92,101,-1.0,Дублирование роли
92,105,2.5,R&D → Engineering
93,94,-1.0,Дублирование роли
93,95,2.5,R&D → Engineering
93,96,2.5,R&D → Engineering
93,99,2.5,R&D → Engineering
93,100,2.5,R&D → Engineering
93,101,-1.0,Дублирование роли
93,105,2.5,R&D → Engineering
94,95,2.5,R&D → Engineering
94,96,2.5,R&D → Engineering
94,99,2.5,R&D → Engineering
94,100,2.5,R&D → Engineering
94,101,-1.0,Дублирование роли
94,105,2.5,R&D → Engineering
95,96,-1.0,Дублирование роли
95,97,1.5,Масштабируемая ML-система
95,98,1.5,Масштабируемая ML-система
95,99,-1.0,Дублирование роли
95,100,-1.0,Дублирование роли
95,101,2.5,R&D → Engineering
95,102,3.0,ML pipeline: данные + модели
95,103,3.0,ML pipeline: данные + модели
95,104,3.0,ML pipeline: данные + модели
95,105,-1.0,Дублирование роли
95,108,1.5,Масштабируемая ML-система
95,109,1.5,Масштабируемая ML-система
96,97,1.5,Масштабируемая ML-система
96,98,1.5,Масштабируемая ML-система
96,99,-1.0,Дублирование роли
96,100,-1.0,Дублирование роли
96,101,2.5,R&D → Engineering
96,102,3.0,ML pipeline: данные + модели
96,103,3.0,ML pipeline: данные + модели
96,104,3.0,ML pipeline: данные + модели
96,105,-1.0,Дублирование роли
96,108,1.5,Масштабируемая ML-система
96,109,1.5,Масштабируемая ML-система
97,98,-1.0,Дублирование роли
97,99,1.5,Масштабируемая ML-система
97,100,1.5,Масштабируемая ML-система
97,102,2.5,Data pipeline + архитектура
97,103,2.5,Data pipeline + архитектура
97,104,2.5,Data pipeline + архитектура
97,105,1.5,Масштабируемая ML-система
97,108,-1.0,Дублирование роли
97,109,-1.0,Дублирование роли
98,99,1.5,Масштабируемая ML-система
98,100,1.5,Масштабируемая ML-система
98,102,2.5,Data pipeline + архитектура
98,103,2.5,Data pipeline + архитектура
98,104,2.5,Data pipeline + архитектура
98,105,1.5,Масштабируемая ML-система
98,108,-1.0,Дублирование роли
98,109,-1.0,Дублирование роли
99,100,-1.0,Дублирование роли
99,101,2.5,R&D → Engineering
99,102,3.0,ML pipeline: данные + модели
99,103,3.0,ML pipeline: данные + модели
99,104,3.0,ML pipeline: данные + модели
99,105,-1.0,Дублирование роли
99,108,1.5,Масштабируемая ML-система
99,109,1.5,Масштабируемая ML-система
100,101,2.5,R&D → Engineering
100,102,3.0,ML pipeline: данные + модели
100,103,3.0,ML pipeline: данные + модели
100,104,3.0,ML pipeline: данные + модели
100,105,-1.0,Дублирование роли
100,108,1.5,Масштабируемая ML-система
100,109,1.5,Масштабируемая ML-система
101,105,2.5,R&D → Engineering
102,103,-1.0,Дублирование роли
102,104,-1.0,Дублирование роли
102,105,3.0,ML pipeline: данные + модели
102,108,2.5,Data pipeline + архитектура
102,109,2.5,Data pipeline + архитектура
103,104,-1.0,Дублирование роли
103,105,3.0,ML pipeline: данные + модели
103,108,2.5,Data pipeline + архитектура
103,109,2.5,Data pipeline + архитектура
104,105,3.0,ML pipeline: данные + модели
104,108,2.5,Data pipeline + архитектура
104,109,2.5,Data pipeline + архитектура
105,108,1.5,Масштабируемая ML-система
105,109,1.5,Масштабируемая ML-система
106,107,-1.0,Дублирование роли
106,110,-1.0,Дублирование роли
106,111,-1.0,Дублирование роли
107,110,-1.0,Дублирование роли
107,111,-1.0,Дублирование роли
108,109,-1.0,Дублирование роли
110,111,-1.0,Дублирование роли
